STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
02772_01,10,7501258206723,161062
02808_01,4,7501109763436,16D133
02092_01,10,7501573900580,SD1602
01854_01,6,7501842900341,611007
00330_01,4,7501825300946,627H
02759_01,13,7501122900399,109501
02694_01,8,7501349028999,K16J458
00642_01,2,780083142827,16341188
01508_01,3,7501349027923,C16E559
00754_01,2,7501201490797,90445
00177_01,2,7501573921479,SE1639
00767_01,6,7501287619105,1506661B
00659_01,1,7501201448088,F49593
00426_01,2,7501573900122,SD1616
00855_01,4,7501842900884,513018
02578_01,4,7501871721160,76447
#N/A,5,7501287623546,M84225
02570_13,40,7501349024861,N16U129
