STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
01552_01,1,3499320001946,5074148
02597_06,1,780083144807,16341042
00483_01,2,7501165000179,6MXA003
00327_01,2,7501122963028,6F0138
02808_01,2,7501109763436,16D133
02777_01,2,7501644701955,15G609
00847_01,2,7501559610908,EN038B
00855_01,3,7501842900884,513018
00855_01,1,7501842900884,513014
02692_01,2,7502227870532,RVD007
02608_01,5,7501836009661,16F011
00778_06,33,7501349024991,N15G104
02899_01,1,7501108767923,N26756
02608_01,5,7501836009661,16F011
00368_01,5,7501300408228,604204
02393_01,4,7501088507854,AFC318
02668_01,2,785118752705,6C323
01006_01,1,4030571000389,26
00538_01,4,300098416630,J0263R
00227_01,2,7501122960317,151542
00348_01,1,7501122900788,W1315
01505_01,3,7502009740367,160786
01431_03,5,7502009740664,162067
02674_10,2,7501493867130,CLU00616
02772_01,2,7501258206723,152340
00659_01,2,7501201448088,F49593
02694_01,10,7501349028999,K16Y330
00175_01,5,7501008465653,GU623WC
02570_09,4,7501384504892,590116
00369_01,6,7501573900375,SC1608
00787_01,3,7501124855208,1509191S1A
00564_01,4,7501094914882,1706669
00626_01,4,7501033923234,60237MC
02657_01,2,7501258207584,160846
00015_01,3,891671002062,GQI009A
00784_01,6,736085400489,4015077
