id,cantidad,codigo de barras,lote
00371_01,32,785118752866,5f1487
02781_01,2,7503001007137,s4708
02781_01,1,7503001007137,s5079
02781_01,1,7503001007137,s5079
00623_01,2,7501871730315,96937
00633_03,5,785118952327,5c826
00965_01,4,7501326000888,1504561
00910_01,2,7501326008402,1506145
02797_06,10,7501537102180,5092348
02797_06,20,7501537102180,5071748
02763_04,40,7501349028647,U15Y061
00261_01,4,300093116016,5f0216
00467_01,8,785118752347,5d925
01852_01,4,7502009740497,150537
00093_02,4,7501573904151,SL1403
