id,cantidad,codigo de barras,lote,,,
00886_01,36,7501287660312,1501161a,,,
02591_02,3,7501092793038,11154156,,,
02711_01,20,7501298213569,m51903,,,
01011_01,1,7501109901098,AC1497,,,
01454_02,10,7503001007199,t5317,,,
01452_01,8,7503001007250,t5380,,,
00787_01,3,7501124855208,1507093,,,
01510_03,2,7503001007113,c5279,,,
01454_02,10,7503001007199,t5317,,,
01452_01,4,7503001007250,t5380,,,
00093_02,4,7501573904151,sl1403,,,
