STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
00680_01,1,7501094910457,R01907A
01920_01,3,7502001169289,15122467
00855_01,2,7501842900884,s13018
01099_01,2,7501050606585,1505856
00675_01,1,7501328979564,5MXA011
00971_01,1,7501088507007,AFD380
01304_01,5,7501092779278,11197437
02968_01,2,7501088504419,CH218
02647_01,4,7501573900177,SC1606
02647_01,4,7501573900177,SC1607
00256_01,2,7501871720767,98550
00924_01,1,7501573900900,SJ1520
00924_01,3,7501573900900,SE1623
00924_01,4,7501573900900,SE1623
01852_01,2,7502009740497,160115
00789_01,2,7501130713158,4601101
00722_01,4,7501095435027,AAG6975
,,,
