id,cantidad,codigo de barras,lote
02797_01,9,7501537102197,5010181
00526_01,6,7501088606304,14K131
00849_01,3,7501825301752,526f
02950_01,6,8430308001379,32j
00659_01,6,7501201448088,F43772
03029_01,4,7501098610049,70729
01248_01,6,736085000000,4013168
01513_01,10,656599040431,141275
02427_01,10,7501201401557,F43387
01053_01,3,8430308015901,3j
01094_01,3,7501092778226,10970917
01094_01,15,7501092778226,10976956
00327_01,30,7501122963028,5B0010
00615_01,3,7501871720507,96947
01440_04,6,7501258204002,150276
00296_02,8,7501070615277,472mq63
00420_01,1,7501082208733,C328018C
01858_01,9,7501258208499,141792
