STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
00523_01,1,7501037950519,558847
00469_01,6,7501088507670,AEK402
02557_02,6,7501033953354,53019NR
00114_01,3,7501057005732,AA9419
00038_01,1,7501089800664,15070075
00469_01,4,7501088507670,AEK402
01774_01,5,7501046427576,1530800059X
00111_01,4,7501089804099,15110027
02900_01,5,7501082242386,c534810
01490_10,5,7501125193446,K15S714
00896_01,3,7501672690542,4111831
01053_01,2,8430308015901,41K
01053_01,2,8430308015901,41K
00896_01,1,7501672690542,4111831
