STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
00579_01,5,7501033920363,58265MC
00582_01,30,300090017125,20151253A
02412_01,10,7501258205801,152762
00632_01,5,7501089801098,15120088
00632_02,74,7501089801098,16040132A
00590_01,25,7501101610103,15M219V1
00773_01,21,7501300406651,511606
02964_01,42,7501293201219,16B0013
02758_01,10,7502209290518,70435D103
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
