id,cantidad,codigo de barras,lote,
02582_01,1,7502003380149,4578,
00008_01,2,7501318635784,bxguvs1,
00546_01,6,785120753349,5F1571,
02630_01,4,7501573900405,SL1450,
01452_01,30,7503001007250,T5268,
02678_01,10,7501842900099,501010,
00754_01,24,7501201490797,87391,
01945_01,16,7501075717860,650014,
02591_02,10,7501092793038,11116689,
01238_01,4,7501043111959,UA0163,
01094_01,5,7501092778226,10963544,
00727_01,3,7501089804310,14060160,
02674_01,3,7503000997996,40123327W,
,,,,
