ID,CANTIDAD,CB,LOTE
00885_01,1,7501258205870,151458
00469_01,3,7501088507670,afc315
00031_01,10,7501088509810,afb356
02792_01,2,7501037910025,457234
00641_01,7,7501089810205,15110050
02823_01,3,7502216791527,16E076
01424_01,4,7501573900276,SB1604
00510_01,5,7501390911226,604085
00866_01,6,7501043163637,C23737312
00871_01,1,7501043163057,1507600058
00135_01,6,7502209290068,1500106
01069_01,5,9300670132188,hh0145
02677_01,6,7501088607950,252690f
00282_01,4,7502216798120,15c091
02807_01,2,7502211784241,R1602499
00055_01,12,7502211780359,R1603685
02618_01,10,7502009741784,160172
01453_01,2,7501075713183,340135
00510_01,4,7501390911226,604085
01008_01,8,7501098621175,EABF
,,,
,,,
,,,
,,,
,,,
