STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
00657_21,5,7502240450636,160173
01920_05,3,7501537189747,6040913
00896_01,2,7501672690542,2
01754_01,1,7891106904353,bb10jf4
00258_01,1,7501165006683,6MXA012
02573_01,5,7501287621009,1503711
02572_02,5,7502216796126,16A199
00273_01,17,7501349028982,bB16Y512
00938_01,6,7501298234700,M61620
02930_01,8,7501109920655,FGL5400
02808_01,1,7501109763436,16D133
00343_01,1,7501298234809,m62200
01488_01,1,7501043133548,1607400002
00852_03,10,7501573900313,SE1603
00680_01,5,7501094910457,r04141r
