STOCK ID ,CANTIDAD,codigo de barras,Lote
00031_01,6,7501088509810,AEH303
00055_01,38,7502211780359,R1509760
00187_01,5,7501559604525,W40621
00258_01,2,7501165006683,5MXA022
00786_01,4,3393370037415,GA3K
00794_01,5,7501082212150,557193
01029_01,1,7501123014743,4J0220
01099_01,4,7501050606585,4NCTA009
01885_08,13,7502216792470,15B253
02564_02,1,7501471889475,120828
02833_01,4,7502211780397,R1409668
02945_02,1,7503001007076,S5503
,,,
