ID,CANTIDAD,CB,LOTE
00884_01,14,7502227872123,rrc051
01754_01,10,7891106904353,bb10gzp
02876_01,12,7502213040031,6b042
01912_02,18,7502211780373,R1510852
00501_01,2,7502003388053,5433
01436_01,9,7501326001977,M004360
00527_01,1,7501088606403,15F16JA
00055_01,2,7502211780359,r1603573
02807_01,16,7502211784241,r1512277
02754_01,2,650240015366,15m026
00230_04,7,780083144302,16140713
02600_01,18,7501075711615,170015
02592_01,5,7501043149921,l5012
02845_01,20,7502009743856,160155
,,,
