STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
02847_01,2,7502211783787,R1606062A
02769_06,2,7502001162976,16040777
01099_01,1,7501050606585,L047274
02711_01,15,7501298213569,M61673
00815_01,20,7501094910556,T3167
00880_01,1,7501088618109,264765F
00446_01,10,7501098610841,72623
01241_01,24,7501070635756,157
02659_01,14,7502227871416,RR053
02711_01,5,7501298213569,M61673
02656_01,10,7501250829876,60232
01094_01,1,7501092778226,11217363
02393_01,2,7501088507854,AFC3
00037_01,2,7501089800060,16120076
00230_04,2,780083144302,16140713
00866_01,4,7501043163637,C694152
01310_01,1,7503006698323,22ENE16/13
00937_01,5,7501298234908,M62202
01440_04,3,7501258204002,160338
00502_01,5,7501298234601,M62198
00938_01,5,7501298234700,M62206
00343_01,5,7501298234809,M62200
00128_04,5,7501349025073,I16A326
00168_01,8,7501050615112,N160110
