id,cantidad,codigo de barras,lote
00102_01,5,7501088507502,AED305
00502_01,1,7501298234601,M51846
00836_04,6,7841141003436,58578
00665_02,2,7501672690085,5010054
00924_01,9,7501573900900,SF1478
02844_01,1,7501573904212,SC1532
02963_01,1,7501070903619,S1502902
00538_01,1,300098416630,F3802R
01506_01,2,008400000170,5C022
00057_01,2,785118752521,3K2910
00057_01,5,785118752521,5D1144
00810_01,10,7501871720675,75774
01310_01,1,7503006698323,12MAY15/10
00665_02,1,7501672690085,5010054
00545_01,6,7501573921264,SJ1434
00545_01,14,7501573921264,SC1551
01370_01,4,7501088509902,adf321
00363_01,3,7501314702657,S5A398
02802_01,1,7501573900146,SD1434
02802_01,4,7501573900146,SE1428
00469_01,20,7501088507670,AED359
00965_01,10,7501326000888,1500166
02769_06,8,7502001162976,15051094
01505_01,2,7502009740367,143119
00319_01,3,7501050611053,4ngfa011
02975_01,1,7501092792031,10914445
00623_01,4,7501871730315,96055
02604_01,10,7501349021259,15M993
00810_01,6,7501871720675,75774
02737_01,14,7502213041106,4G180
02861_01,1,7501123013302,114702
00700_01,6,780083140595,15141665
00052_01,2,7501446000553,150234
00699_01,8,780083140588,14142525
03037_01,10,7501825302599,892G
02621_02,10,7502213041090,4K247
