STOCK ID ,CANTIDAD,codigo de barras,Lote
,11,7501043163057,1507600057
,6,7501165006683,5MXA025
,18,7891106904353,BB10HVA
,4,3393370037385,FH8K
,2,300090050139,003BH
,3,7503001007090,S5528
,3,7501108712213,L96795
,5,656599041018,151241
