id,cantidad,codigo de barras,lote,
00418_01,4,7501289511261,15g021,
02919_01,7,7501165006331,3f525a,
00449_01,1,7501406829002,M44040,
00449_01,3,7501406829002,m44041,
00449_01,1,7501406829002,M44068,
01033_01,7,7501094913809,H7127,
00138_01,1,7501303443530,XB30BBF,
01479_01,1,7501349018273,U15J052,
02016_01,1,7501033953279,38469LX06,
03000_01,1,7503007822338,EC70336,
,,,,
,,,,
