ID,CANTIDAD,CB,LOTE
00290_01,6,7501033953507,62016MC
00384_01,2,785118752828,4h1982
00719_04,3,7501349024281,k16m188
02491_01,3,7501043160971,n86r
00433_01,2,7501303435504,yy00ty3
01492_01,8,7501871720606,22515
02600_01,2,7501075711615,170035
02770_07,1,7501384506070,7211115
00899_01,5,7703331157506,54368d
00290_01,10,7501033953507,62016mc
00727_01,3,7501089804310,16050102
01641_01,4,7502009744440,160972
00779_01,4,7502009744976,160522
00138_01,5,7501303443530,xb30e6b
01375_01,2,7501303451559,54254f
00377_01,3,7501258205092,160283
00778_01,4,7502009744433,161183
02861_01,1,7501123013302,130617
