STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
01053_01,5,8430308015901,41k
02656_01,5,7501250829876,61010
02593_01,10,7501349028210,N16Y075
00124_01,1,7501287678171,1502861B
01436_01,6,7501326001977,M004360
00523_01,1,7501037950519,s58410
02840_01,10,7501188801227,136439
00337_01,2,7501033920356,58278mc1
01881_01,4,7502223112223,16AM29
00227_01,5,7501122960317,138720
00938_01,18,7501298234700,M55316
00778_06,5,7501349024991,N16M060
02591_02,15,7501092793038,11194306
01304_01,2,7501092779278,11197437
00886_01,7,7501287660312,1504041A
02627_03,20,7501075718881,670186
01881_01,2,7502223112223,16AM29
00168_01,2,7501050615112,M460113
00483_01,4,7501165000179,5MXA017
00937_01,1,7501298234908,M61118
00614_01,6,7501089809155,16040076
00614_01,4,7501089809155,15090092
00623_01,1,7501871730315,98695
00124_01,2,7501287678171,1502861B
00227_01,3,7501122960317,138720
