STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
02837_01,3,7502216796003,15C51
00472_08,4,7501573902928,CC1501
00502_01,2,7501298234601,M5294
02692_01,1,7502227870532,RV0090
00206_01,2,7501298204987,M55848
02768_01,10,0000075017125,1409768
00861_04,2,7502223112223,15KY27
02865_05,2,7501573900542,SL1428
00675_01,2,7501328979564,5MXA012
00052_01,5,7501446000553,160039
01754_01,11,7891106904353,BB10GZP
00310_01,6,7501836003256,16A027
02496_01,10,7501072350299,5SF30
02924_01,10,7501094917012,S1667A
00712_04,10,7501537102357,5092233
00294_06,6,7502216795044,15F120
00499_01,1,7501109790029,15M179
