ID,CANTIDAD,CB,LOTE
02731_01,3,7501314702701,s5k583
02648_01,2,7503001007649,la1623
03000_01,2,7503007822338,FC70188
00361_01,2,7501573900191,SB1623
02972_01,4,7502227871683,RP095
00093_02,2,7501573904151,SA1624
02553_01,6,7501165006171,520934
02225_01,5,7501409201096,236404
00679_01,4,7501108712213,M57673
00186_01,10,7501037905588,507684D
02618_01,15,7502009741784,160172
00727_01,2,7501089804310,16050108
00264_01,4,7501033920325,61008MC
02023_01,2,7501088507755,703
00290_01,6,7501033953507,62016MC
00775_01,6,7501088505485,AEM726
00256_01,4,7501871720767,98697
01094_01,3,7501092778226,11217363
00290_01,4,7501033953507,62016MC
02023_01,2,7501088507755,703
00880_01,2,7501088618109,264765F
00810_01,10,7501871720675,78222
01003_02,14,7501070612856,058CS075
00418_01,5,7501289511261,16hg027
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
