STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
00284_01,2,300093644045,AE7542
00327_01,1,7501122963028,6FD138
02796_05,2,7502227874202,RRG013
00525_01,8,7501101612282,15l241v1
02649_03,4,7501563370720,602212
01011_01,2,7501109901098,ae7588
00523_01,1,7501037950519,655415
00694_01,10,7501300408204,603143
02656_01,15,7501250829876,60232
02711_01,20,7501298213569,M61673
01503_01,2,7501825300120,162I
00337_01,3,7501033920356,61235MC1
00177_01,5,7501573921479,SE1639
02786_01,1,300055501638,N54366
