id,cantidad,codigo de barras,lote,
00165_01,9,7501094911126,K1119,
00971_01,3,7501088507007,adl363,
02763_01,6,785120754858,4d916,
00843_02,3,7501108762997,95005,
00294_01,4,785118752590,5b459,
00098_09,20,7503001007052,C5575,
02193_01,2,7501033952784,53213MC,
,,,,
