STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
00938_01,5,7501298234700,M61620
02853_01,2,780083141516,16340465 
02930_01,2,7501109920655,FGL5400
01716_01,4,8020030053090,14830
01079_01,16,7501314703111,S6B973
00767_01,8,7501287619105,1503361A
00675_01,40,7501328979564,6MXA001
01880_01,7,7501349020856,A16Y590
02603_01,26,7502227872192,RFD063
02603_01,2,7502227872192,RFD062
00787_01,18,7501124855208,1509191S1A
02597_06,5,780083144807,16341042
01304_01,20,7501092779278,11218836
00093_02,12,7501573904151,SA1624
00599_05,20,7501075721058,A90025
