id,cantidad,codigo de barras,lote
02797_01,10,7501537102197,5010181
03009_01,1,7501092774730,296952
00674_01,11,7501075713770,501125
01310_01,1,7503006698323,21ABR15/26
01550_01,14,748499100190,17921
00371_01,29,785118752866,5D956
00886_01,7,7501287660312,1429003
00754_01,7,7501201490797,87391
00787_01,6,7501124855208,1312747
00131_04,1,7501573900535,SF1402
00847_01,10,7501559610908,BM028A
01341_01,7,7501250813530,50307
02572_02,6,7502216796126,15D131
00674_01,1,7501075713770,501125
00371_01,2,785118752866,5D956
02660_01,16,7502001162426,C14101206
02660_01,8,7502001162426,c15010005
