ID,CANTIDAD,CB,LOTE
00779_01,8,7502009744976,160522
00119_01,2,7501043110778,16A001
00218_01,3,7501825300373,587J
01912_02,10,7502211780373,R1510852
02963_01,3,7501070903619,S1604354
02770_07,3,7501384506070,7211115
02741_01,3,7501303457513,54265A
00116_01,2,3499320001328,6021263
00899_01,6,7703331157506,54368D
02963_01,4,7501070903619,S1604354
01375_01,2,7501303451559,54254F
00679_01,4,7501108712213,M57675
02468_01,4,3393370037385,5P3F
01509_02,3,7502208891907,511661
01754_01,8,7891106904353,MA02CAF
