STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
00319_01,3,7501050611053,L046521
02880_12,2,7503004908660,1508032
02814_02,2,736085053876,4013672
00343_01,2,7501298234809,M55321
01440_04,30,7501258204002,160338
02578_01,6,7501871721160,76447
00260_01,1,300090760045,M54027
00735_01,2,7501050693806,6KTLD31001
00526_01,1,7501088606304,15J07A
00343_01,1,7501298234809,M55321
00937_01,4,7501298234908,M61119
00443_07 ,3,7501471889130,120676
00502_01,4,7501298234601,M60374
02615_01,1,7502009741296,161671
00186_01,2,7501037905588,507684
00282_01,1,7502216798120,15C091
02573_01,1,7501287621009,1548072
02573_01,1,7501287621009,15037010
00840_01,2,7501836000927,160039
02652_01,2,7502003388107,5380
00168_01,1,7501050615112,M460113
02023_01,2,7501088507755,702
