id,cantidad,codigo de barras,lote
00360_01,1,7501043160735,9A5BR
00674_10,12,7501672602934,308
00472_01,10,7501075713190,350375
02872_01,12,7501298204970,M50850
02281_01,2,7501098605755,71890
00327_01,3,7501122963028,127931
02711_01,10,7501298213569,M54850
00057_01,20,785118752521,4J2469
02578_01,11,7501871721160,75370
02582_01,3,7502003380149,5545
00209_01,5,7501125198045,n15f012
00896_01,3,7501672690542,4111831
01440_04,2,7501258204002,151540
00193_01,4,7501033957505,54131MC
01079_01,6,7501314703111,S41960
00526_01,10,7501088606304,15B26P
00527_01,10,7501088606403,15F16JA
00327_01,3,7501122963028,127931
00201_01,13,7501836000118,15K028
01893_01,6,721734682019,TH68201
00348_01,14,7501122900788,W1307
00852_01,18,7501075715095,740175
01335_01,4,7501298216201,M50890
01450_05,5,7501573900337,SA1548
00343_01,1,7501298234809,M54423
02861_01,10,7501123013302,127740
02587_04,5,7501537100469,5092252
00459_01,12,7501089809469,15030135
02586_01,1,7501088507878,ACK302
02586_01,1,7501088507878,adj358
02586_01,1,7501088507878,adm351
02586_01,1,7501088507878,AEG349
01450_05,2,7501573900337,SA1548
02591_02,1,7501092793038,11159160
01820_01,2,7501070903572,S1510721
01920_08,15,7503000422283,153300
01479_01,100,7501349018273,U15S084
01494_05,2,7502223112162,15FS11
02092_01,1,7501573900580,SG1405
02092_01,4,7501573900580,SG1545
01454_02,1,7503001007199,T5492
01874_04,3,7502211781189,R1507376
01854_08,4,7502227871348,RCZ046
00786_01,3,3393370037415,GA3K
00165_01,10,7501094911126,K1119
01886_06,16,7501573905417,LC1507
00689_01,2,7501537102395,403726
02493_01,1,5034642020138,R737816
00938_01,5,7501298234700,M54429
02582_01,10,7502003380149,5709
00937_01,10,7501298234908,m55314
