STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
01897_11,7,7503004908776,1606742
02664_01,30,7503003738879,150932
02557_02,35,7501033953354,64086NR
02788_01,2,7502216793934,16AD091
00337_01,2,7501033920356,61235MC1
00120_01,6,7501043110853,16C001
00120_01,1,7501043110853,15G003
02965_01,10,301320005011,1601137
00526_01,6,7501088606304,16A14E
00371_01,2,785118752866,6D439
02711_01,4,7501298213569,M61673
02797_01,15,7501537102197,6061291
02242_01,2,7501314701766,S6F486
00324_01,4,7501082224214,560045
01897_11,3,7503004908776,1606742
00855_01,2,7501842900884,513018
02469_01,4,8717405008471,53250346hb
02469_01,1,8717405008471,6024346ha
01024_01,5,7501109901609,af2840
00794_01,1,7501082212150,656676
00227_01,2,7501122960317,151542
