ID,CANTIDAD,CB,LOTE
00786_01,12,3393370037415,HA9V
02692_01,15,7502227870532,RVD092
00643_01,2,7501075713800,621325
02783_01,1,7502211780724,r1507346
00885_01,1,7501258205870,152148
00719_02,2,7501559605539,w42831
00866_01,3,7501043163637,c699345
00884_01,5,7502227872123,RRC051
00885_01,1,7501258205870,152148
03022_01,1,7501050629201,1215399
00347_01,2,7503013040863,DE6AGU6D
02972_01,1,7502227871683,RRT079
02807_01,10,7502211784241,R1512277
01885_03,10,7501573902614,LA1606
02618_01,10,7502009741784,152662
01754_01,9,7891106904353,BB10GZP
02626_01,1,75006464,1580035
