id,cantidad,codigo de barras,lote,
00511_01,2,7501752512917,13096,
00008_01,7,7501318635784,BXH1V71,
00443_04,10,7501573920182,sh1539,
02680_06,2,7502216793132,15H173,
00804_01,15,7501082212167,557161,
01886_06,8,7501573905417,LL1412,
00463_02,10,7501125102288,n14u032,
01724_01,2,7502009744587,151107,
00437_01,14,7501672690177,4121952,
02905_01,10,7501108767893,L83636,
00782_02,4,7501098606127,3000927F00,
,,,,
