id,cantidad,codi,lote
01862_06,3,7502227422755,5A074
02794_01,4,7502213040024,5C065
00511_01,1,7501752512917,15040
00369_01,4,7501573900375,SB1507
02872_01,16,7501298204970,M50850
00282_01,4,7502216798120,14K210
02623_01,11,785120754094,5a182
00810_01,9,7501871720675,76731
01928_01,10,7502227871799,RVN069
02711_01,13,7501298213569,M51902
