id,cantidad,codigo de barras,lote
02769_06,10,7502001162976,15061219
02737_03,2,7502225092486,l15f0717
02737_03,2,7502225092486,l15h0911
00086_02,4,7502223555303,MXFLLS001
00169_01,3,7502208891891,508036
01304_01,5,7501092779278,11129969
00292_01,3,7501573934172,sh1518
00294_01,1,785118752590,5C684
00273_01,6,7501349028982,B15T887
01238_01,4,7501043111959,ua0163
00292_01,3,7501573934172,sh1518
00169_01,2,7502208891891,508036
02664_01,8,7503003738879,150364
02769_06,4,7502001162976,15061219
00775_01,2,7501088505485,AEE721
00775_01,8,7501088505485,AED721
00334_01,3,7502009740374,153061
02780_02,4,7502240450230,140910
00022_14,12,7502211788331,R1510984
03044_01,12,785118752903,5J2236
