id,cantidad,codigo de barras,lote
00256_01,4,7501871720767,97289
02649_01,4,7501293200335,15D0196
00258_01,2,7501165006683,5MXA020
01922_01,1,7501109904143,EFZT200
00494_01,8,7501049721145,BG201304
00538_01,1,300098416630,F3802R
02648_01,3,7503001007649,LL1401
01930_01,4,7502223112179,14gt04
02855_01,5,656599040486,es14seg08
02693_01,6,7502213040116,4M313
00218_01,2,7501825300373,434g
00679_01,9,7501108712213,L21130
01135_01,2,7501298216409,M42430
00131_02,5,7501537102135,5030632
02739_01,2,7501468142903,133541
02740_01,3,7501468143009,141282
00147_01,2,7501075717884,100034
01033_01,2,7501094913809,H7127
00169_01,4,7502208891891,411494
01135_01,2,7501298216409,M44061
00002_03,2,7502009744891,143324
00467_01,3,785118752347,5B381
