ID,CANTIDAD,CB,LOTE
01262_01,4,7501314705542,56A802
00899_01,16,7703331157506,54368d
00682_01,4,7501303451603,wem3e1
02225_01,5,7501409201096,215399
00180_01,4,7896116880543,bs01d5n
00165_01,5,7501094911126,k1198
00187_04,6,7501125159350,15D254
02618_01,15,7502009741784,160172
00526_01,10,7501088606304,15J07A
00055_06,16,780083141929,780083141929
00499_01,1,7501109790029,16D132
02658_03,3,7501258205474,151635
00138_01,1,7501303443530,XB30CC7
02919_01,3,7501165006331,6F2883B
00419_01,3,7501082208702,559518
02801_01,15,7502216792197,16A027
02741_01,5,7501303457513,54266C
00138_01,2,7501303443530,XB30CC7
02468_01,7,3393370037385,FH8K
00055_06,10,780083141929,780083141929
02963_01,1,7501070903619,S1601054
02626_01,2,75006464,180035
00111_01,1,7501089804099,16010011
02572_01,1,7502216793941,15k210
,,,
