ID,CANTIDAD,CB,LOTE
00499_01,2,7501109790029,15M179
02972_01,2,7502227871683,RPT079
00528_01,3,4046222418601,477214
00055_01,10,7502211780359,R1503613
02876_01,10,7502213040031,5G178
01135_01,2,7501298216409,M50145
01135_01,2,7501298216409,M50147
,,,
,,,
,,,
,,,
,,,
,,,
