ID,CANTIDAD,CB,LOTE
00023_02,2,7501277060177,1970112
01258_01,4,7501123011704,136576
01492_01,12,7501871720606,22275
00324_01,1,7501082224214,654683
00434_01,5,7501303436501,xb30d1hc
02582_01,6,7502003380149,6082
00037_01,3,7501089800060,15120075
01453_01,2,7501075713183,340135
02615_01,10,7502009741296,161671
01854_03,10,7501258205382,152102
02677_01,7,7501088607950,252690f
01855_02,6,7501258205733,160416
01006_01,3,4030571000389,795
01029_01,3,7501123014743,5H0126
01488_01,4,7501043133548,1601300016
,,,
