STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
00111_01,1,7501089804099,15090162
02659_01,5,7502227871416,RR050
02689_01,10,7501088504532,P1265
00376_05,2,7502009740657,161333
02885_01,12,7501573900955,SK1518
00641_01,8,7501089810205,15070045
01258_01,2,7501123011704,133152
02593_04,20,7501573902850,SC1617
02656_01,2,7501250829876,50223
00965_01,20,7501326000888,l046629
02769_05,4,7502216798373,15M120
02593_04,4,7501573902850,SC1617
02587_01,10,7501573900115,SA1603
02678_01,5,7501842900099,601012
00337_01,3,7501033920356,58278MC1
02627_01,40,7501075714173,670126
00852_01,1,7501075715095,740175
00680_01,20,7501094910457,R02878A
00810_01,2,7501871720675,77555
02930_01,8,7501109920655,FGL4301
00327_01,30,7501122963028,6B0045
