ID,CANTIDAD,CB,LOTE
02597_05,1,7502261160538,51061
02845_01,5,7502009743856,153223
02791_01,2,7501752514928,15045
02815_01,4,7502009742149,152031
00023_01,10,7502003380538,5627
01069_02,7,7501043100311,gm6399
00055_01,20,7502211780359,r1602488
01452_01,8,7503001007250,t6035
01505_01,3,7502009740367,152713
00165_01,6,7501094911126,k1119
02807_01,12,7502211784241,R1512277
01008_01,5,7501098621175,EABF
02552_01,12,7501165005563,10000681
01126_01,8,7501328980119,30198
01881_01,6,7502223112223,15JX06
01262_01,4,7501314705542,s5j547
01029_01,1,7501123014743,5h0125
01886_06,20,7501573905417,LB1606
02625_01,5,7501075717150,360035
02570_09,10,7501384504892,9880615
01143_01,2,7501326002912,1506117
00855_01,2,7501842900884,513005
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
