STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
02678_02,30,780083141455,16141464
00260_01,2,300090760045,N23235
02573_01,5,7501287621009,1503711B
01874_01,3,7501573903260,LD1610
00041_01,2,7501037908930,A4216U
02861_01,5,7501123013302,130617
00965_01,2,7501326000888,L046629
02678_02,20,780083141455,16141464
01053_01,6,8430308015901,41k
00526_01,10,7501088606304,16A14E
00613_01,10,7501088605857,16F10BF
02691_01,20,7502211780045,R1607201
02618_01,10,7502009741784,160172
00418_01,10,7501289511261,16HG027
01509_02,7,7502208891907,511661
02242_01,2,7501314701766,56E355
02769_06,60,7502001162976,16071605
02692_01,30,7502227870532,RYD005
00620_01,1,891671002277,166042
