STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
00168_01,1,7501050615112,N160110
00131_04,12,7501573900535,SI1619
01505_01,2,7502009740367,160786
02623_07,19,7502216792821,1.6E+41
00641_01,5,7501089810205,16040098
00024_01,2,7503001007069,s6571
00459_04,10,7501825300519,968J
02772_01,2,7501258206723,161062
00419_01,2,7501082208702,656589
00419_01,1,7501082208702,558314
02639_01,3,7501125102806,S16j386
00421_01,4,7501082208160,C514122E
01211_01,6,7503007822154,FS60A93
02623_07,2,7502216792821,1.6E+41
00371_13,3,7502009740251,163261
02663_01,2,7501573900023,SD1621
01852_01,5,7502009740497,161076
