STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
00665_03,1,75006440,722005
01431_03,8,7502009740664,161723
02679_01,28,7502227872246,RL089
02965_01,2,301320005011,1610238
00624_01,1,3499320001359,5058114
00120_01,5,7501043110853,15G003
02711_01,10,7501298213569,M61795
02730_01,1,7501165001886,5f182a
00665_03,1,75006440,720776
00624_01,1,3499320001359,5058114
00191_01,5,7501299306468,L03002
01258_01,2,7501123011704,13G576
02823_01,6,7502216791527,1.6E+77
02604_11,3,7501349021440,16V388
01431_03,5,7502009740664,161723
