STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
02608_01,3,7501836009661,16C001
02621_08,6,7502225092479,L16E0769
02092_01,2,7501573900580,SD1602
02731_01,5,7501314702701,S5K583
00169_01,4,7502208891891,601003
00292_01,1,7501573934172,SL1505
00373_02,10,7501349012943,N16E037
00534_07,2,7502004402680,37046
00754_01,5,7501201490797,89715
01454_02,5,7503001007199,T6034
00610_01,1,7501072340665,5H179NC
02427_01,2,7501201401557,F48661
00201_01,34,7501836000118,16B020
01897_13,20,7501125167232,U16F034
01897_13,2,7501125167232,U16A052
01098_01,20,7501471888393,136821
