STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
02697_01,1,736085904727,4015006
02923_01,1,7501088619700,62275
01424_01,2,7501573900276,SB1604
02814_02,1,736085053876,4014882
01091_01,9,7501122962007,110671
02694_01,7,7501349028999,K16Y330
00712_04,6,7501537102357,6010195
01774_01,1,7501046427576,1529300013
02876_01,9,7502213040031,5k295
00283_01,6,7502227870259,RRD111
00283_01,1,7502227870259,RRD110
02769_06,8,7502001162976,16040777
01854_01,8,7501842900341,611007
00102_01,4,7501088507502,AFE422
