ID,CANTIDAD,CB,LOTE,
00031_01,11,7501088509810,AEL405,
03009_01,7,7501092774730,319243,
02367_01,5,7501384503215,8590615,
02367_01,1,7501384503215,3350915,
00657_10,3,7501842900983,606008,
00691_01,5,7502009740299,154534,
02245_01,4,7501109904440,AC7248,
02225_01,1,7501409201096,215399,
