ID,CANTIDAD,CB,LOTE
00523_01,5,7501037950519,655415
01370_01,6,7501088509902,AEL316
00024_01,8,7503001007069,s6242
02552_01,15,7501165005563,10000681
02815_01,4,7502009742149,155301
00433_01,1,7501303435504,yy00tht
00055_01,20,7502211780359,R1603685
01885_10 ,20,7502009740305,161543
00209_01,9,7501125198045,n15f012
01754_01,3,7891106904353,bb10jf4
02823_01,2,7502216791527,16E076
00362_01,1,7501314702640,s5j530
00526_01,10,7501088606304,15j07a
01126_01,5,7501328980119,10960
01509_01,4,7503001007090,s6192
02611_01,50,7502211784180,R1511152
01678_01,6,7501130713868,4511031
01509_01,4,7503001007090,s6192
02552_01,18,7501165005563,10000681
,,,
,,,
,,,
,,,
