STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
02689_01,2,7501088504532,P1311
02736_01,6,7501088507472,16A21
01262_01,1,7501314705542,S6D246
01262_01,5,7501314705542,S6A802
01499_01,3,7501258203586,160376
00610_01,4,7501072340665,5H179NC
01523_01,3,7501752514218,15103
00659_01,4,7501201448088,F49593
00815_01,8,7501094910556,T6008
02557_02,2,7501033953354,59054NR
00472_08,10,7501573902928,CD1615
00292_01,14,7501573934172,SL1505
02139_01,4,7501125131011,A15A608
02570_01,10,7502227871508,RNP037
00546_04,2,7501563310399,511179
02579_01,3,7501165006386,6mxa001
02582_01,9,7502003380149,6082
00034_02,4,7730979095907,22189
,,,
