ID,CANTIDAD,CB,LOTE
00169_09,15,7501471887495,135507
00884_01,5,7502227872123,RRC053
01855_02,3,7501258205733,160417
01263_01,4,7501303437003,XB30ENTA
00759_01,8,7501277060030,0944D14
00885_01,2,7501258205870,160461
02600_01,4,7501075711615,170035
00371_01,2,785118752866,6D439
02628_01,2,7501075713107,320065
00665_02,2,7501672690085,1670
00794_01,3,7501082212150,655747
01361_01,6,7501008497562,6c022
00193_01,1,7501033957505,59165MCA
00201_01,2,7501836000118,16g011
00754_01,4,7501201490797,90445
