STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
02193_01,1,7501033952784,60233MC
02593_01,2,7501349028210,N16Y076
00836_01,50,7501124763022,1508431
02788_01,10,7502216793934,16A091
00208_01,1,7501050610674,M013200
00337_01,4,7501033920356,61235MC1
00754_01,10,7501201490797,89715
00884_01,5,7502227872123,rrc053
00528_01,5,4046222418601,579562
02844_01,1,7501573904212,SC1620
01211_01,1,7503007822154,ES6P133
02572_02,2,7502216796126,16A199
00147_01,8,7501075717884,100026
00836_01,8,7501124763022,1508431
02777_01,6,7501644701955,156609
02608_01,25,7501836009661,16f011
02656_01,8,7501250829876,60232
