id,cantidad,codigo de barras,lote
01341_01,10,7501250813530,50489
00131_04,6,7501573900535,SK1523
00376_05,10,7502009740657,153050
00442_01,2,7501122969808,126867
01304_01,1,7501092779278,11129969
00782_02,3,7501098606127,3001042D00
02711_01,10,7501298213569,M54539
00323_01,1,7501109763641,15g129
02664_01,3,7503003738879,150364
02754_01,4,650240015366,5B212
02602_05,10,7501573904847,sh1525
01854_08,15,7502227871348,rcz046
00376_05,6,7502009740657,153050
02698_01,2,7501109901616,aa9550
01341_01,3,7501250813530,50489
00015_01,1,891671002062,GPL030A
00363_01,7,7501314702657,s5f047
02885_01,20,7501573900955,sk1518
00840_01,3,7501836000927,15K085
01053_01,4,8430308015901,34k
02905_01,2,7501108767893,m23080
02664_01,3,7503003738879,150364
01440_04,20,7501258204002,151540
02602_05,10,7501573904847,sh1525
03009_01,3,7501092774730,301423
03014_01,4,7502005861028,1308095
02698_01,2,7501109901616,aa9550
00938_01,19,7501298234700,M54429
02663_01,3,7501573900023,sb1555
00208_01,19,7501050610674,1505051
00965_01,10,7501326000888,1506616
01880_05 ,5,7501825303831,710g
02485_01,8,7501070615277,472jr953
00938_01,1,7501298234700,M5122
