id,cantidad,codigo de barras,lote
02769_05,10,7502216798373,15C177
01550_01,4,748499100190,17921
00965_01,4,7501326000888,1503844
00965_01,21,7501326000888,1501778
00694_01,6,7501300408204,409710
01550_01,2,748499100190,17921
00610_01,6,7501072340665,4H321NA
02682_04,2,7502216796331,15a194
02682_04,5,7502216796331,15F154
00836_02,10,7501109904334,AA1488
01058_01,8,7501201400352,F46100
01928_01,14,7502227871799,RVN072
01905_02,4,7503003134268,1410950
01436_01,3,7501326001977,1503002
00282_01,4,7502216798120,14K210
02570_12,20,7501075719208,190064
00789_01,20,7501130713158,4501020
02660_01,5,7502001162426,c15010005
02872_01,10,7501298204970,M41725
01436_01,3,7501326001977,1503002
00794_01,3,7501082212150,c335589a
01440_04,20,7501258204002,141538
00420_01,6,7501082208733,C328018G
02572_02,3,7502216796126,15D131
00833_01,11,7502009744570,151102
00789_01,13,7501130713158,4501020
,,,
,,,
