STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
02678_01,1,7501842900099,601012
01143_01,2,7501326002912,150161171
02689_01,6,7501088504532,R1265
02731_01,4,7501314702701,S5K583
01897_11,2,7503004908776,1604110
00726_01,2,7501089804013,14120030
00680_01,3,7501094910457,R02878A
01928_01,3,7502227871799,RVN074
02801_04,5,7502009742095,154344
00169_01,3,7502208891891,5080074
00294_06,5,7502216795044,16A322
00643_02,10,7503004908042,1509584
00525_01,1,7501101612282,16B209V1
00691_01,2,7502009740299,154534
00793_01,1,637420200804,160203
