STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
00886_01,14,7501287660312,1502251A
02914_01,10,8430308012658,3K
02582_01,3,7502003380149,5712
02953_01,5,7502257270036,11163215
02139_01,2,7501125131011,A15A608
00026_01,1,7501123012107,5K0171
01079_01,3,7501314703111,S50837
00674_06,8,7501075718911,S00176
01533_01,5,7501168810713,151104
00836_04,20,7841141003436,59588
00120_01,2,7501043110853,15G003
00674_06,5,7501075718911,500176
00086_01,6,7501318643482,BXH6S41
00292_01,22,7501573934172,SK1510
00627_01,5,7501672600343,485
00128_05,6,7501125191824,I14T492
