STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
00022_04,20,7501075713459,430405
00735_01,4,7501050693806,6KLD31001
01854_01,5,7501842900341,611007
02802_01,2,7501573900146,SE1636
02726_08,1,7501125103599,C16Y760
00009_01,9,7501871720446,98671
01930_02,2,7501573902812,J 
00021_01,1,7501165001800,6MXA002
01854_01,5,7501842900341,611007
00283_01,2,7502227870259,RRD111
00348_01,1,7501122900788,W1315
02868_01,6,7502211782483,R1604752
00712_04,8,7501537102357,6010195
00866_01,2,7501043163637,C705862
02777_01,1,7501644701955,15G609
00735_01,4,7501050693806,6KTLD31001
