id,cantidad,codigo de barras,lote
00623_01,6,7501871730315,97186
02564_01,3,7503003134411,1401074
02999_01,3,7503007822321,DC70951
02693_01,5,7502213040116,4M313
01754_01,2,7891106904353,BB10GZP
01262_01,4,7501314705542,S5B523
00323_01,6,7501109763641,4l070
01263_01,3,7501303437003,XB30B7CA
00138_01,6,7501303443530,XB30BBF
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
00754_01,2,7.5012E+12,84761
00754_01,8,7.5012E+12,87391
02608_01,2,7.50184E+12,15C054
00643_04,1,7.50108E+12,620055
