STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
00527_01,1,7501088606403,15F16JA
02653_01,10,7502216793439,15L117
02682_04,3,7502216796331,15K192
01238_01,1,7501043111959,UM0257
00252_01,7,7501298205021,M65925
00836_04,4,7841141003436,59588
00694_01,10,7501300408204,508463
02863_01,5,7501287613516,186AF
00469_01,10,7501088507670,AEM407
02811_04,20,7501349017122,K15Y381
02557_02,9,7501033953354,59054NR
02788_01,10,7502216793934,15G083
00472_08,5,7501573902928,CL1501
00191_01,2,7501299306468,K10235
00191_01,1,7501299306468,H12199
00496_01,3,7501573900320,SK1547
00689_01,1,7501537102395,5082124
