id,cantidad,codigo de barras,lote,
02808_01,5,7501109763436,15h101,
00057_01,8,785118752521,3L3210,
00584_01,1,7501384503154,670114,
02859_01,1,7501075711035,140015,
02572_02,1,7502216796126,15d131,
02625_01,3,7501075717150,360035,
02647_01,1,7501573900177,sb1504,
00628_08,5,7501349010321,N15U043,
02838_01,1,7501471887969,118258,
02625_01,3,7501075717150,360035,
