STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
00735_01,1,7501050693806,6KTLD31001
02570_01,10,7502227871508,RNP037
00427_01,10,7501082208344,C232001E
00938_01,6,7501298234700,M55316
02968_01,5,7501088504419,CH218
00659_01,2,7501201448088,F47076
00443_07,1,7501471889130,120676
01928_01,6,7502227871799,RVN076
02663_01,30,7501573900023,SD1621
00836_04,90,7841141003436,60123
00168_01,1,7501050615112,M460113
02769_05,110,7502216798373,16D123
01361_01,2,7501008497562,5K003
02647_01,30,7501573900177,SC1607
02621_08,10,7502225092479,L16E0769
02656_01,10,7501250829876,51010
00171_01,2,7501050623629,1506192
01499_01,10,7501258203586,160376
02738_01,1,5034642032575,R748941
02843_01,2,7502227870716,RVY008
02570_01,2,7502227871508,RNP037
00855_01,10,7501842900884,513018
