id,cantidad,codigo de barras,lote,
00310_02,4,7502227871652,rmr178,
02281_01,1,7501098605755,71606,
00612_01,3,7501088607806,15c27k,
00189_01,1,7501250812519,40409,
00855_01,8,7501842900884,513005,
00252_01,20,7501298205021,M51471,
00971_01,1,7501088507007,AEF358,
