STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
00726_01,6,7501089804013,16070002
00896_01,3,7501672690542,880
00269_01,1,7501277060047,0808D16B
00124_01,4,7501287678171,1601151A
01238_01,1,7501043111959,VD0180
00369_01,18,7501573900375,SD1610
00463_01,10,7502001165151,16051265
00681_01,2,7501094910464,h002
01258_01,2,7501123011704,153152
00238_01,6,7501349020023,B16M296
00238_01,1,7501349020023,B16Y543
00067_01,3,7501122961017,164747
02597_06,2,780083144807,16341042
02741_01,5,7501303457513,54265A
00666_01,2,7501088604058,259186F
01440_05,30,780083148645,16141878
