STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
02680_01,3,7502227870228,RFS079
02775_04,8,7502001165533,16020361
02679_01,11,7502227872246,RL089
01341_01,20,7501250813530,60123
02678_01,20,7501842900099,601034
00836_04,20,7841141003436,60123
02844_01,3,7501573904212,SA1625
00657_21,24,7502240450636,150594
00754_01,24,7501201490797,89715
02427_01,6,7501201401557,F47992
02847_01,6,7502211783787,R1603594
02788_01,25,7502216793934,16A091
00613_01,11,7501088605857,16A20DC
02851_01,10,7501050610704,1501510
01497_13,29,7502254000339,S04282
02674_08,1,75049638,50723434W
02570_01,26,7502227871508,RNP037
00896_01,4,7501672690542,4111831
00469_01,3,7501088507670,AFC315
00256_01,10,7501871720767,98550
