STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
02468_01,4,3393370037385,HF5P
00459_01,5,7501089809469,15070007
00373_02,5,7501349012943,N16E037
01533_01,3,7501168810713,151105
00293_07,2,7502211788553,R1511150
01880_01,3,7501349020856,A16F367
00938_01,3,7501298234700,M61649
02092_01,3,7501573900580,SD1602
01258_01,6,7501123011704,136576
02853_09,10,7501349027329,B15D069
00777_01,14,7501037980172,505220U
01262_01,1,7501314705542,S6D246
00373_02,3,7501349012943,N16E037
02557_02,2,7501033953354,59054NR
00789_01,1,7501130713158,4601101
00433_01,2,7501303435504,YY00THT
00727_01,1,7501089804310,16040056
01241_01,5,7501070635756,159
