STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
02801_01,15,7502216792197,16A026
00836_04,15,7841141003436,59588
00502_01,1,7501298234601,M56129
01452_04,8,7501258205016,152397
00045_07,1,7502247374256,L15A0014
02698_01,3,7501109901616,AC4903
01920_08,2,7503000422283,153404
00546_04,5,7501563310399,601370
00552_02,3,7502264950389,1515200001
01510_03,8,7503001007113,C6111
00115_01,2,3499320001335,5022145
00227_01,1,7501122960317,129555
00252_01,10,7501298205021,M55929
