STOCKID,CANTIDAD,CODIGO BARRAS,LOTE
02731_01,6,7501314702701,S5K583
02468_01,1,3393370037385,hf5p
02731_01,3,7501314702701,S5K583
02797_06,30,7501537102180,6020453
00794_01,2,7501082212150,655747
01024_01,4,7501109901609,AE4015
02773_01,1,7501075713718,440046
00099_01,2,7501349021037,114N537
